,SHOT
30722,1070619017
30723,1070619018
30724,1070619019
30725,1070619020
30726,1070619021
30727,1070619022
30728,1070619023
30729,1070619024
30730,1070619025
30731,1070619026
30732,1070620001
30733,1070620002
30734,1070620003
30735,1070620004
30736,1070620005
30738,1070620007
30739,1070620008
30740,1070620009
30741,1070620010
30742,1070620011
30743,1070620012
30744,1070620013
30745,1070620014
30746,1070620015
30747,1070620016
30748,1070620017
30749,1070620018
30750,1070620019
30751,1070620020
30752,1070620021
30753,1070620022
30754,1070620023
30755,1070620024
30756,1070620025
30757,1070620026
30758,1070620027
30759,1070620028
30760,1070620029
30761,1070620030
30762,1070620031
30763,1070620032
30764,1070620033
30766,1070621002
30767,1070621003
30768,1070621004
30770,1070621006
30771,1070621007
30772,1070621008
30773,1070621009
30774,1070621010
30775,1070621011
30776,1070621012
30777,1070621013
30778,1070621014
30779,1070621015
30780,1070621016
30781,1070621017
30782,1070621018
30783,1070622001
30784,1070622002
30785,1070622003
30786,1070622004
30787,1070622005
30788,1070622006
30789,1070622007
30790,1070622008
30791,1070622009
30792,1070622010
30793,1070622011
30795,1070622013
30796,1070622014
30797,1070622015
30798,1070622016
30799,1070622017
30800,1070622018
30802,1070622020
30803,1070622021
30804,1070626001
30805,1070626002
30806,1070626003
30807,1070626004
30808,1070626005
30809,1070626006
30810,1070626007
30811,1070626008
30812,1070626009
30818,1070626015
30819,1070626016
30820,1070626017
30821,1070626018
30822,1070626019
30823,1070626020
30824,1070626021
30825,1070626022
30826,1070626023
30827,1070627001
30828,1070627002
30829,1070627003
30830,1070627004
30831,1070627005
30832,1070627006
30833,1070627007
30834,1070627008
30835,1070627009
30836,1070627010
30837,1070627011
30838,1070627012
30839,1070627013
30840,1070627014
30841,1070627015
30842,1070627016
30843,1070627017
30844,1070627018
30845,1070627019
30846,1070627020
30847,1070627021
30848,1070627022
30849,1070627023
30850,1070627024
30851,1070627025
30852,1070627026
30853,1070627027
30854,1070627028
30855,1070627029
30856,1070627030
30857,1070627031
30858,1070627032
30860,1070628003
30861,1070628004
30862,1070628005
30866,1070628009
30867,1070628010
30868,1070628011
30869,1070628012
30871,1070628014
30872,1070628015
30873,1070628016
30874,1070628019
30875,1070628020
30876,1070628021
30877,1070628022
30878,1070628023
30879,1070628024
30880,1070628025
30881,1070628026
30882,1070628027
30883,1070628028
30884,1070628029
30885,1070628030
30886,1070628031
30887,1070628032
30888,1070629001
30889,1070629002
30890,1070629003
30891,1070629004
30892,1070629005
30893,1070629006
30894,1070629007
30895,1070629008
30896,1070629009
30897,1070629010
30898,1070629011
30899,1070629012
30900,1070629013
30901,1070629014
30902,1070629015
30903,1070629016
30904,1070629017
30905,1070629018
30906,1070629019
30907,1070629020
30908,1070629021
30909,1070629022
30910,1070629023
30911,1070629024
30912,1070629025
30913,1070629026
30914,1070629027
30915,1070629028
30916,1070629029
30917,1070629030
30918,1070629031
30923,1070710002
30924,1070710003
30925,1070710004
30926,1070710005
30927,1070710006
30928,1070710007
30929,1070710008
30930,1070710009
30931,1070710010
30932,1070710011
30933,1070710012
30934,1070710013
30935,1070710014
30936,1070710015
30937,1070710016
30938,1070710017
30939,1070710018
30940,1070710019
30941,1070710020
30943,1070711001
30944,1070711002
30945,1070711003
30947,1070711005
30948,1070711006
30949,1070711007
30950,1070711008
30951,1070711009
30952,1070711010
30954,1070711012
30955,1070711013
30957,1070711015
30958,1070711016
30959,1070711017
30960,1070711018
30961,1070711019
30962,1070711020
30963,1070711021
30964,1070711022
30965,1070711023
30966,1070711024
30968,1070712002
30969,1070712003
30972,1070712006
30973,1070712007
30974,1070712008
30975,1070712009
30976,1070712010
30977,1070712011
30978,1070712012
30979,1070712013
30980,1070712014
30981,1070712015
30982,1070712016
30983,1070712017
30984,1070712018
30985,1070712019
30986,1070712020
30987,1070712021
30988,1070712022
30989,1070713001
30990,1070713002
30991,1070713003
30992,1070713004
30993,1070713005
30994,1070713006
30995,1070713007
30996,1070713008
30997,1070713009
30998,1070713010
30999,1070713011
31000,1070713012
31001,1070713013
31002,1070713014
31003,1070713015
31004,1070713016
31005,1070713017
31006,1070713018
31007,1070713019
31008,1070713020
31009,1070713021
31010,1070713022
31011,1070713023
31012,1070713024
31013,1070713025
31014,1070713026
31015,1070713027
31016,1070713028
31017,1070713029
31018,1070713030
31019,1070713031
31020,1070713032
31021,1070713033
31022,1070713034
31023,1070713035
31037,1070717014
31038,1070717015
31039,1070717016
31040,1070718001
31041,1070718002
31042,1070718003
31043,1070718004
31044,1070718005
31045,1070718006
31046,1070718007
31047,1070718008
31048,1070718009
31049,1070718010
31050,1070718011
31051,1070718012
31052,1070718013
31053,1070718014
31054,1070718015
31055,1070718016
31056,1070718017
31057,1070718018
31058,1070718019
31059,1070718020
31060,1070718021
31061,1070718022
31062,1070718023
31063,1070718024
31064,1070718025
31065,1070718026
31066,1070718027
31067,1070718028
31068,1070718029
31069,1070718030
31071,1070719002
31072,1070719003
31073,1070719004
31075,1070719006
31076,1070719007
31089,1070720001
31090,1070720002
31091,1070720003
31092,1070720004
31093,1070720005
31094,1070720006
31095,1070720007
31096,1070720008
31097,1070720009
31098,1070720010
31099,1070720011
31100,1070720012
31102,1070720014
31103,1070720015
31104,1070720016
31105,1070720017
31106,1070720018
31107,1070720019
31108,1070720020
31109,1070720021
31110,1070720022
31111,1070720023
31112,1070720024
31113,1070720025
31114,1070720026
31115,1070720027
31116,1070720028
31117,1070720029
31118,1070720030
31119,1070720031
31120,1070720032
31121,1070720033
31122,1070720034
31126,1070724004
31127,1070724005
31128,1070724006
31129,1070724007
31130,1070724008
31131,1070724009
31132,1070724010
31133,1070724011
31134,1070724012
31135,1070724013
31136,1070724014
31137,1070724015
31138,1070724016
31139,1070724017
31140,1070724018
31141,1070724019
31142,1070724020
31143,1070724021
31144,1070724022
31145,1070724023
31146,1070724024
31147,1070724025
31149,1070724027
31150,1070724028
31151,1070724029
31152,1070724030
31153,1070724031
31155,1070725002
31156,1070725003
31157,1070725004
31158,1070725005
31159,1070725006
31160,1070725007
31161,1070725008
31162,1070725009
31163,1070725010
31164,1070725011
31165,1070725012
31166,1070725013
31167,1070725014
31168,1070725015
31169,1070725016
31170,1070725017
31171,1070725018
31172,1070725019
31173,1070725020
31174,1070725021
31175,1070725022
31176,1070725023
31177,1070725024
31180,1070726002
31183,1070726005
31184,1070726006
31185,1070726007
31186,1070726008
31187,1070726009
31188,1070726010
31189,1070726011
31190,1070726012
31191,1070726013
31192,1070726014
31193,1070726015
31194,1070726016
31195,1070726017
31196,1070726018
31197,1070726019
31198,1070726020
31199,1070726021
31200,1070726022
31201,1070726023
31202,1070726024
31203,1070726025
31204,1070726026
31205,1070726027
31206,1070726028
31207,1070726029
31210,1070727001
31211,1070727002
31212,1070727003
31219,1070730006
31220,1070730007
31221,1070730008
31222,1070730010
31223,1070730011
31224,1070730012
31225,1070730013
31226,1070730014
31227,1070730015
31228,1070730016
31229,1070730017
31230,1070730018
31231,1070730019
31232,1070730020
31233,1070730021
31267,1070801014
31268,1070801015
31269,1070801016
31270,1070801017
31271,1070801018
31272,1070801019
31273,1070801020
31274,1070801021
31275,1070801022
31276,1070801023
31277,1070801024
31278,1070801025
31279,1070801026
31280,1070801027
31281,1070801028
31282,1070801029
31283,1070801030
31284,1070801031
31285,1070801032
31286,1070801033
31287,1070801034
31288,1070801035
31293,1070802002
31294,1070802003
31297,1070802006
31298,1070802007
31299,1070802008
31300,1070802009
31301,1070802010
31302,1070802011
31303,1070802012
31304,1070802013
31305,1070802014
31306,1070802015
31307,1070802016
31308,1070802017
31309,1070802018
31310,1070802019
31311,1070802020
31312,1070802021
31313,1070802022
31314,1070802023
31315,1070802024
31316,1070802025
31317,1070802026
31318,1070802027
31319,1070802028
31320,1070803001
31322,1070803003
31323,1070803004
31325,1070803006
31326,1070803007
31327,1070803008
31328,1070803009
31329,1070803010
31330,1070803011
31331,1070803012
31332,1070803013
31333,1070803014
31334,1070803015
31335,1070803016
31336,1070803017
31337,1070803018
31338,1070803019
31339,1070803020
31341,1070803022
31342,1070803023
31343,1070803024
31344,1070803025
31345,1070803026
31346,1070803027
31347,1070803028
31348,1070803029
31359,1070807001
31360,1070807002
31361,1070807003
31362,1070807004
31363,1070807005
31364,1070807006
31365,1070807007
31366,1070807008
31367,1070807009
31368,1070807010
31369,1070807011
31370,1070807012
31371,1070807013
31372,1070807014
31373,1070807015
31374,1070807016
31375,1070807017
31376,1070807018
31377,1070807019
31378,1070807020
31379,1070807021
31380,1070807022
31381,1070807023
31382,1070807024
31383,1070807025
31384,1070807026
31385,1070807027
31386,1070807028
31387,1070807029
31388,1070807030
31419,1070816008
31420,1070816009
31421,1070816010
31422,1070816011
31423,1070816012
31424,1070816013
31425,1070816014
31426,1070816015
31427,1070816016
31428,1070816017
31429,1070816018
31430,1070816019
31431,1070816020
31432,1070816021
31433,1070816022
31434,1070816023
31435,1070816024
31441,1070817003
31442,1070817004
31444,1070817006
31445,1070817007
31446,1070817008
31447,1070817009
31450,1070817012
31451,1070817013
31452,1070817014
31453,1070817015
31454,1070817016
31455,1070817017
31456,1070817018
31457,1070817019
31458,1070817020
31459,1070817021
31460,1070817022
31461,1070817023
31462,1070817024
31474,1070821002
31475,1070821003
31476,1070821004
31477,1070821005
31478,1070821006
31479,1070821007
31480,1070821008
31481,1070821009
31482,1070821010
31483,1070821011
31484,1070821012
31485,1070821013
31486,1070821014
31487,1070821015
31488,1070821016
31489,1070821017
31490,1070821018
31491,1070821019
31492,1070821020
31493,1070821021
31494,1070821022
31495,1070821023
31496,1070821024
31497,1070821025
31498,1070821026
31499,1070821027
31500,1070821028
31501,1070821029
31502,1070821030
31503,1070821031
31504,1070821032
31505,1070822001
31506,1070822002
31507,1070822003
31508,1070822004
31509,1070822005
31510,1070822006
31511,1070822007
31512,1070822008
31513,1070822009
31514,1070822010
31515,1070822011
31516,1070822012
31517,1070822013
31518,1070822014
31519,1070822015
31520,1070822016
31521,1070822017
31522,1070822018
31523,1070822019
31524,1070822020
31525,1070822021
31526,1070822022
31527,1070822023
31528,1070822024
31529,1070822025
31530,1070822026
31531,1070822027
31534,1070823003
31535,1070823004
31536,1070823005
31537,1070823006
31538,1070823007
31539,1070823008
31540,1070823009
31541,1070823010
31542,1070823011
31543,1070823012
31544,1070823013
31545,1070823014
31546,1070823015
31548,1070823017
31549,1070823018
31550,1070823019
31551,1070823020
31552,1070823021
31553,1070823022
31554,1070823023
31555,1070823024
31556,1070824001
31557,1070824002
31558,1070824003
31559,1070824004
31560,1070824005
31561,1070824006
31562,1070824007
31563,1070824008
31564,1070824009
31565,1070824010
31566,1070824011
31567,1070824012
31568,1070824013
31569,1070824014
31570,1070824015
31571,1070824016
31572,1070824017
31573,1070824018
31574,1070824019
31575,1070824020
31576,1070824021
31577,1070824022
31578,1070824023
31579,1070824024
31580,1070824025
31581,1070824026
31582,1070824027
31583,1070824028
31584,1070824029
31585,1070824030
31586,1070824031
31587,1070824032
31588,1070824033
31589,1070824034
31590,1070824035
31596,1070827006
31597,1070827007
31598,1070827008
31599,1070827009
31600,1070827010
31601,1070827011
31603,1070827013
31604,1070827014
31605,1070827015
31606,1070827016
31607,1070827017
31608,1070827018
31609,1070827019
31610,1070827020
31611,1070827021
31612,1070827022
31613,1070828001
31614,1070828002
31615,1070828003
31616,1070828004
31617,1070828005
31618,1070828006
31619,1070828007
31620,1070828008
31621,1070828009
31622,1070828010
31623,1070828011
31624,1070828012
31625,1070828013
31626,1070828014
31627,1070828015
31628,1070828016
31629,1070828017
31630,1070828018
31631,1070828019
31632,1070828020
31633,1070828021
31634,1070828022
31635,1070828023
31636,1070828024
31637,1070828025
31638,1070828026
31639,1070828027
31640,1070828028
31641,1070828029
31642,1070828030
31643,1070828031
31644,1070828032
31645,1070829001
31648,1070829004
31649,1070829005
31650,1070829006
31651,1070829007
31652,1070829008
31653,1070829009
31654,1070829010
31655,1070829011
31656,1070829012
31657,1070829013
31658,1070829014
31659,1070829015
31660,1070829016
31661,1070829017
31662,1070829018
31663,1070829019
31664,1070829020
31665,1070829021
31666,1070829022
31667,1070829023
31668,1070829024
31669,1070829025
31670,1070829026
31671,1070829027
31672,1070829028
31673,1070829029
31674,1070830001
31675,1070830002
31676,1070830003
31677,1070830004
31678,1070830005
31679,1070830006
31680,1070830007
31681,1070830008
31682,1070830009
31683,1070830010
31684,1070830011
31685,1070830012
31686,1070830013
31687,1070830014
31688,1070830015
31689,1070830016
31690,1070830017
31691,1070830018
31692,1070830019
31693,1070830020
31694,1070830021
31695,1070830022
31696,1070830023
31697,1070830024
31698,1070830025
31699,1070830026
31700,1070830027
31701,1070830028
31702,1070830029
31703,1070830030
31704,1070830031
31705,1070830032
31706,1070830033
31707,1070830034
31717,1070831010
31718,1070831011
31719,1070831012
31720,1070831013
31721,1070831014
31722,1070831015
31723,1070831016
31724,1070831017
31725,1070831018
31726,1070831019
31727,1070831020
31728,1070831021
31729,1070831022
31730,1070831023
31731,1070831024
31732,1070831025
31733,1070831026
31734,1070831027
31735,1070831028
31736,1070831029
31737,1070831030
31776,1071120030
31777,1071120031
31781,1071127004
31782,1071127005
31783,1071127007
31784,1071127008
31785,1071127009
31788,1071127012
31789,1071127013
31790,1071127014
31791,1071127015
31792,1071127016
31793,1071127017
31794,1071127018
31795,1071127019
31796,1071127020
31797,1071127021
31798,1071127022
31799,1071127023
31800,1071127024
31801,1071128001
31802,1071128002
31803,1071128003
31804,1071128004
31805,1071128005
31806,1071128006
31808,1071128008
31809,1071128009
31810,1071128010
31811,1071128011
31812,1071128012
31813,1071128013
31814,1071128014
31815,1071128015
31816,1071128016
31817,1071128017
31818,1071128018
31819,1071128019
31820,1071128020
31821,1071128021
31823,1071128023
31827,1071129004
31830,1071129007
31831,1071129008
31832,1071129009
31833,1071129010
31834,1071129011
31835,1071129013
31836,1071129014
31840,1071129018
31846,1071129025
31847,1071129026
31848,1071129027
31849,1071129029
31853,1071204001
31854,1071204002
31855,1071204003
31856,1071204004
31857,1071204005
31858,1071204006
31859,1071204007
31860,1071204008
31861,1071204009
31862,1071204010
31863,1071204011
31864,1071204012
31865,1071204013
31866,1071204014
31867,1071204015
31868,1071204016
31869,1071204017
31870,1071204018
31871,1071204019
31872,1071204020
31873,1071204021
31874,1071204022
31875,1071204023
31876,1071204024
31878,1071204026
31879,1071204027
31880,1071204028
31881,1071204029
31883,1071205002
31884,1071205003
31885,1071205004
31886,1071205005
31887,1071205006
31888,1071205007
31889,1071205008
31890,1071205009
31891,1071205010
31892,1071205011
31893,1071205012
31894,1071205013
31895,1071205014
31896,1071205015
31897,1071205016
31898,1071205017
31899,1071205018
31900,1071205019
31901,1071205020
31902,1071205021
31903,1071205022
31904,1071205023
31905,1071205024
31906,1071205025
31907,1071205026
31908,1071206001
31909,1071206002
31910,1071206003
31911,1071206004
31912,1071206005
31913,1071206006
31914,1071206007
31915,1071206008
31916,1071206009
31917,1071206010
31918,1071206011
31919,1071206012
31920,1071206013
31921,1071206014
31922,1071206015
31923,1071206016
31924,1071206017
31925,1071206018
31926,1071206019
31927,1071206020
31928,1071206021
31929,1071206022
31930,1071206023
31931,1071206024
31932,1071206025
31933,1071206026
31934,1071206027
31935,1071206028
31936,1071206029
31937,1071207001
31938,1071207002
31939,1071207003
31940,1071207004
31941,1071207005
31942,1071207006
31943,1071207007
31944,1071207008
31945,1071207009
31946,1071207010
31947,1071207011
31948,1071207012
31949,1071207013
31950,1071207014
31951,1071207015
31952,1071207016
31953,1071207017
31954,1071207018
31955,1071207019
31956,1071207020
31957,1071207021
31959,1071207023
31960,1071207024
31961,1071207025
31962,1071207026
31963,1071207027
31964,1071211001
31965,1071211002
31966,1071211003
31967,1071211004
31968,1071211005
31969,1071211006
31970,1071211007
31971,1071211008
31972,1071211009
31973,1071211010
31974,1071211011
31975,1071211012
31976,1071211013
31977,1071211014
31978,1071211015
31979,1071211016
31980,1071211017
31981,1071211018
31982,1071211019
31983,1071211020
31984,1071211021
31985,1071211022
31986,1071211023
31987,1071211024
31988,1071211025
31989,1071211026
31990,1071211027
31991,1071211028
31992,1071211029
31993,1071211030
31994,1071211031
31995,1071211032
31999,1071212003
32000,1071212004
32001,1071212005
32002,1071212006
32003,1071212007
32004,1071212008
32005,1071212009
32008,1071212012
32009,1071212013
32010,1071212014
32011,1071212015
32012,1071212016
32013,1071212017
32014,1071212018
32015,1071212019
32016,1071212020
32017,1071212021
32018,1071212022
32019,1071212023
32020,1071212024
32021,1071212025
32022,1071212026
32023,1071212027
32024,1071212028
32025,1071212029
32026,1071212030
32027,1071212031
32028,1071213001
32029,1071213002
32030,1071213003
32031,1071213004
32032,1071213005
32033,1071213006
32034,1071213007
32035,1071213008
32036,1071213009
32037,1071213010
32038,1071213011
32039,1071213012
32040,1071213013
32041,1071213014
32042,1071213015
32043,1071213016
32044,1071214001
32045,1071214002
32046,1071214003
32047,1071214004
32048,1071214005
32049,1071214006
32050,1071214007
32051,1071214008
32052,1071214009
32053,1071214010
32054,1071214011
32055,1071214012
32056,1071214013
32057,1071214014
32058,1071214015
32059,1071214016
32060,1071214017
32061,1071214018
32062,1071214019
32064,1071214021
32065,1071214022
32066,1071214023
32067,1071214024
32068,1071214025
32069,1071214026
32070,1071214027
32071,1071214028
32072,1071214029
32073,1071214030
32074,1071214031
32075,1071214032
32076,1071218001
32077,1071218002
32078,1071218003
32079,1071218004
32080,1071218005
32081,1071218006
32082,1071218007
32083,1071218008
32084,1071218009
32085,1071218010
32086,1071218011
32088,1071218013
32089,1071218014
32090,1071218015
32091,1071218016
32092,1071218017
32093,1071218018
32094,1071218019
32095,1071218020
32096,1071218021
32097,1071218022
32098,1071218023
32099,1071218024
32100,1071218025
32101,1071218026
32102,1071219001
32106,1071219005
32107,1071219006
32108,1071219007
32109,1071219008
32110,1071219009
32111,1071219010
32112,1071219011
32113,1071219012
32114,1071219013
32116,1071219015
32117,1071219016
32118,1071219017
32119,1071219018
32120,1071219019
32122,1071219021
32123,1071219022
32124,1071219023
32125,1071219024
32126,1071219025
32127,1071219026
32128,1071219027
32129,1071219028
32130,1071219029
32131,1071219030
32133,1071219032
32134,1071220001
32135,1071220002
32136,1071220003
32137,1071220004
32138,1071220005
32139,1071220006
32141,1071220008
32142,1071220009
32143,1071220010
32144,1071220011
32145,1071220012
32146,1071220013
32147,1071220014
32148,1071220015
32149,1071220016
32150,1071220017
32151,1071220018
32152,1071220019
32153,1071220020
32154,1071220021
32155,1071220022
32156,1071220023
32157,1071220024
32158,1071220025
32159,1071220026
32160,1071220027
32161,1071220028
32162,1071220029
32163,1071220030
32165,1071221002
32166,1071221003
32167,1071221004
32168,1071221005
32169,1071221006
32170,1071221007
32171,1071221008
32172,1071221009
32173,1071221010
32174,1071221011
32175,1071221012
32176,1071221013
32177,1071221014
32178,1071221015
32180,1071221017
32181,1071221018
32182,1071221019
32183,1071221020
32184,1071221021
32185,1071221022
32186,1071221023
32188,1071221025
32189,1071221026
32190,1071221027
32191,1071221028
32192,1071221029
32193,1071221030
32194,1071221031
32195,1071221032
32196,1071221033
32197,1071221034
32198,1071221035
32199,1071221036
32214,1080103001
32215,1080103002
32216,1080103003
32217,1080103004
32218,1080103005
32219,1080103006
32221,1080103008
32223,1080103010
32224,1080103011
32225,1080103012
32226,1080103013
32227,1080103014
32228,1080103015
32229,1080103016
32230,1080103017
32231,1080103018
32232,1080103019
32233,1080103020
32234,1080103021
32235,1080103022
32236,1080103023
32237,1080103024
32238,1080103025
32239,1080103026
32240,1080103027
32241,1080103028
32242,1080103029
32243,1080104001
32244,1080104002
32252,1080104010
32253,1080104011
32254,1080104012
32255,1080104013
32256,1080104014
32257,1080104015
32258,1080104016
32259,1080104017
32260,1080104018
32261,1080104019
32262,1080104020
32263,1080104021
32264,1080104022
32265,1080104023
32266,1080104024
32267,1080104025
32268,1080104026
32269,1080104027
32270,1080104028
32271,1080104029
32272,1080104030
32273,1080104031
32274,1080108001
32275,1080108002
32276,1080108003
32277,1080108004
32278,1080108005
32279,1080108006
32280,1080108007
32281,1080108008
32282,1080108009
32283,1080108010
32284,1080108011
32285,1080108012
32286,1080108013
32287,1080108014
32288,1080108015
32289,1080108016
32290,1080108017
32291,1080108018
32292,1080108019
32293,1080108020
32294,1080108021
32295,1080108022
32297,1080108024
32298,1080109001
32299,1080109002
32300,1080109003
32301,1080109004
32302,1080109005
32303,1080109006
32304,1080109007
32305,1080109008
32306,1080109009
32307,1080109010
32308,1080109011
32309,1080109012
32310,1080109013
32311,1080109014
32312,1080109015
32313,1080109016
32314,1080109017
32315,1080109018
32316,1080109019
32317,1080109020
32318,1080109021
32320,1080109023
32321,1080109024
32322,1080109025
32323,1080109026
32324,1080109027
32325,1080109028
32326,1080109029
32327,1080109030
32328,1080110001
32329,1080110002
32330,1080110003
32331,1080110004
32332,1080110005
32333,1080110006
32334,1080110007
32335,1080110008
32336,1080110009
32337,1080110010
32338,1080110011
32339,1080110012
32340,1080110013
32341,1080110014
32342,1080110015
32343,1080110016
32344,1080110017
32345,1080110018
32346,1080110019
32347,1080110020
32348,1080110021
32349,1080110022
32350,1080110023
32351,1080110024
32352,1080110025
32353,1080110026
32354,1080110027
32355,1080110028
32356,1080110029
32357,1080110030
32358,1080110031
32359,1080110032
32361,1080115002
32362,1080115003
32363,1080115004
32364,1080115005
32365,1080115006
32366,1080115007
32367,1080115008
32368,1080115009
32369,1080115010
32370,1080115011
32371,1080115012
32372,1080115013
32373,1080115014
32374,1080115015
32375,1080115016
32376,1080115017
32377,1080115018
32378,1080115019
32379,1080115020
32380,1080115021
32381,1080115022
32382,1080115023
32383,1080115024
32384,1080115025
32385,1080115026
32386,1080115027
32387,1080115028
32388,1080116001
32389,1080116002
32390,1080116003
32391,1080116004
32392,1080116005
32393,1080116006
32394,1080116007
32395,1080116008
32396,1080116009
32397,1080116010
32398,1080116011
32399,1080116012
32400,1080116013
32401,1080116014
32402,1080116015
32403,1080116016
32404,1080116017
32405,1080116018
32406,1080116019
32407,1080116020
32408,1080116021
32409,1080116022
32410,1080116023
32411,1080116024
32412,1080116025
32413,1080116026
32414,1080116027
32415,1080116028
32416,1080117001
32417,1080117002
32418,1080117003
32419,1080117004
32420,1080117005
32421,1080117006
32423,1080117008
32424,1080117009
32426,1080117011
32427,1080117012
32428,1080117013
32429,1080117014
32430,1080117015
32431,1080117016
32432,1080117017
32433,1080117018
32434,1080117019
32437,1080117022
32438,1080117023
32439,1080117024
32440,1080117025
32441,1080117026
32442,1080117027
32443,1080117028
32444,1080118001
32445,1080118002
32446,1080118003
32447,1080118004
32448,1080118005
32449,1080118006
32450,1080118007
32451,1080118008
32452,1080118009
32453,1080118010
32454,1080118011
32455,1080118012
32456,1080118013
32457,1080118014
32458,1080118015
32459,1080118016
32460,1080118017
32461,1080118018
32462,1080118019
32463,1080118020
32464,1080118021
32465,1080118022
32466,1080118023
32467,1080118024
32468,1080118025
32469,1080118026
32470,1080118027
32471,1080118028
32472,1080118029
32473,1080118030
32474,1080118031
32475,1080118032
32476,1080118033
32477,1080118034
32483,1080122006
32484,1080122007
32485,1080122008
32486,1080122009
32487,1080122010
32488,1080122011
32489,1080122012
32490,1080122013
32491,1080122014
32492,1080122015
32493,1080122016
32494,1080122017
32495,1080123001
32496,1080123002
32497,1080123003
32498,1080123004
32499,1080123005
32500,1080123006
32501,1080123007
32502,1080123008
32503,1080123009
32504,1080123010
32505,1080123011
32506,1080123012
32507,1080123013
32508,1080123014
32509,1080123015
32510,1080123016
32511,1080123017
32512,1080123018
32513,1080123019
32514,1080123020
32515,1080123021
32516,1080123022
32517,1080123023
32518,1080123024
32519,1080123025
32520,1080123026
32521,1080123027
32522,1080123028
32523,1080123029
32524,1080123030
32525,1080123031
32526,1080124001
32527,1080124002
32528,1080124003
32529,1080124004
32531,1080124006
32532,1080124007
32533,1080124008
32534,1080124009
32535,1080124010
32536,1080124011
32537,1080124012
32538,1080124013
32539,1080124014
32540,1080124015
32541,1080124016
32542,1080124017
32543,1080124018
32544,1080124019
32545,1080124020
32546,1080124021
32547,1080124022
32548,1080124023
32550,1080124025
32551,1080124026
32552,1080124027
32553,1080124028
32554,1080124029
32555,1080124030
32556,1080124031
32557,1080124032
32558,1080124033
32559,1080124034
32560,1080125001
32561,1080125002
32562,1080125003
32563,1080125004
32564,1080125005
32565,1080125006
32566,1080125007
32567,1080125008
32568,1080125009
32569,1080125010
32570,1080125011
32571,1080125012
32572,1080125013
32573,1080125014
32574,1080125015
32575,1080125016
32576,1080125017
32577,1080125018
32578,1080125019
32579,1080125020
32580,1080125021
32581,1080125022
32582,1080125023
32583,1080125024
32584,1080125025
32585,1080125026
32586,1080125027
32587,1080125028
32588,1080125029
32589,1080129001
32590,1080129002
32591,1080129003
32592,1080129005
32593,1080129006
32594,1080129007
32595,1080129008
32596,1080129009
32598,1080129011
32599,1080129012
32600,1080129013
32601,1080129014
32602,1080129015
32603,1080129016
32604,1080129017
32605,1080129018
32606,1080129019
32607,1080129020
32608,1080129021
32609,1080129022
32610,1080129023
32611,1080129024
32612,1080129025
32613,1080129026
32614,1080129027
32615,1080129028
32616,1080129029
32617,1080130001
32618,1080130002
32619,1080130003
32620,1080130004
32621,1080130005
32622,1080130006
32623,1080130007
32624,1080130008
32625,1080130009
32626,1080130010
32627,1080130011
32628,1080130012
32629,1080130013
32630,1080130014
32631,1080130015
32632,1080130016
32633,1080130017
32634,1080130018
32635,1080130019
32636,1080130020
32637,1080130021
32638,1080130022
32639,1080130023
32640,1080130024
32641,1080130025
32642,1080130026
32643,1080130027
32644,1080131001
32652,1080131009
32657,1080201001
32658,1080201002
32659,1080201003
32660,1080201004
32661,1080201005
32662,1080201006
32663,1080201007
32664,1080201008
32665,1080201009
32666,1080201010
32667,1080201011
32668,1080201012
32669,1080201013
32670,1080201014
32671,1080201015
32672,1080201016
32673,1080201017
32674,1080201018
32675,1080201019
32676,1080201020
32677,1080201021
32678,1080201022
32679,1080201023
32680,1080201024
32681,1080201025
32682,1080201026
32683,1080201027
32684,1080201028
32685,1080201029
32687,1080201031
32688,1080201032
32689,1080211001
32690,1080211002
32691,1080211003
32692,1080211004
32693,1080211005
32694,1080211006
32695,1080211007
32696,1080211008
32697,1080211009
32698,1080211010
32699,1080213001
32700,1080213002
32701,1080213003
32702,1080213004
32703,1080213005
32704,1080213006
32705,1080213007
32706,1080213008
32707,1080213009
32708,1080213010
32709,1080213011
32710,1080213012
32711,1080213013
32712,1080213014
32713,1080213015
32714,1080213016
32715,1080213017
32716,1080213018
32717,1080213019
32718,1080213020
32719,1080213021
32720,1080213022
32721,1080213023
32722,1080213024
32723,1080213025
32724,1080213026
32725,1080213027
32726,1080213028
32727,1080213029
32728,1080213030
32729,1080213031
32730,1080213032
32731,1080213033
32732,1080214001
32733,1080214002
32734,1080214003
32735,1080214004
32737,1080214006
32738,1080214007
32739,1080214008
32740,1080214009
32742,1080214011
32743,1080214012
32744,1080214013
32745,1080214014
32747,1080214017
32749,1080215001
32750,1080215002
32751,1080215003
32752,1080215004
32753,1080215005
32754,1080215006
32756,1080215008
32757,1080215009
32758,1080215010
32759,1080215011
32760,1080215012
32761,1080215013
32762,1080215014
32764,1080215016
32765,1080215017
32766,1080215018
32767,1080215019
32768,1080215020
32769,1080215021
32770,1080215022
32771,1080215023
32773,1080215025
32774,1080215026
32775,1080215027
32777,1080219002
32778,1080219003
32779,1080219004
32780,1080219005
32781,1080219006
32782,1080219007
32783,1080219008
32785,1080219010
32786,1080219011
32787,1080219012
32788,1080219013
32789,1080219014
32790,1080219015
32791,1080219016
32792,1080219017
32793,1080219018
32794,1080219019
32795,1080219020
32796,1080219021
32797,1080219022
32798,1080219023
32800,1080219025
32801,1080219026
32802,1080219027
32803,1080219028
