,SHOT
32804,1080219029
32805,1080219030
32806,1080220001
32807,1080220002
32808,1080220003
32809,1080220004
32810,1080220005
32811,1080220006
32812,1080220007
32813,1080220008
32814,1080220009
32815,1080220010
32816,1080220011
32817,1080220012
32818,1080220013
32819,1080220014
32820,1080220015
32821,1080220016
32822,1080220017
32823,1080220018
32824,1080220019
32825,1080220020
32826,1080220021
32827,1080220022
32828,1080220023
32829,1080220024
32830,1080220025
32831,1080220026
32832,1080220027
32833,1080220028
32834,1080220029
32835,1080220030
32836,1080220031
32837,1080220032
32840,1080221003
32841,1080221004
32842,1080221005
32843,1080221006
32844,1080221007
32845,1080221008
32846,1080221009
32847,1080221010
32848,1080221011
32849,1080221012
32850,1080221013
32851,1080221014
32852,1080221015
32853,1080221016
32854,1080221017
32855,1080221018
32856,1080221019
32857,1080221020
32858,1080221021
32859,1080221022
32860,1080221023
32861,1080221024
32862,1080221025
32863,1080221026
32864,1080221027
32865,1080221028
32866,1080221029
32868,1080222002
32869,1080222003
32870,1080222004
32871,1080222005
32872,1080222006
32873,1080222007
32874,1080222008
32875,1080222009
32876,1080222010
32877,1080222011
32878,1080222012
32879,1080222013
32880,1080222014
32881,1080222015
32882,1080222016
32883,1080222017
32884,1080222018
32886,1080222020
32887,1080222021
32888,1080222022
32889,1080222023
32890,1080222024
32891,1080222025
32892,1080222026
32893,1080222027
32894,1080222028
32895,1080222029
32896,1080222030
32897,1080222031
32898,1080222032
32901,1080226003
32903,1080226005
32904,1080226006
32905,1080226007
32906,1080226008
32907,1080226009
32908,1080226010
32909,1080226011
32910,1080226012
32911,1080226013
32912,1080226014
32913,1080226015
32914,1080226016
32915,1080226017
32916,1080226018
32918,1080226020
32919,1080226021
32920,1080226022
32921,1080226023
32922,1080226024
32923,1080226025
32924,1080226026
32925,1080226027
32926,1080226028
32927,1080226029
32928,1080226030
32929,1080226031
32930,1080226032
32931,1080226033
32933,1080227001
32934,1080227002
32935,1080227003
32936,1080227004
32939,1080227007
32940,1080227008
32941,1080227009
32942,1080227010
32943,1080227011
32944,1080227012
32945,1080227013
32946,1080227014
32947,1080227015
32948,1080227016
32949,1080227017
32950,1080227018
32951,1080227019
32952,1080227020
32953,1080227021
32954,1080227022
32955,1080227023
32956,1080227024
32957,1080227025
32958,1080227026
32959,1080227027
32960,1080227028
32961,1080227029
32962,1080227030
32963,1080227031
32964,1080227032
32965,1080227033
32966,1080227034
32967,1080227035
32969,1080228002
32970,1080228003
32971,1080228004
32972,1080228005
32973,1080228006
32974,1080228007
32975,1080228008
32976,1080228009
32977,1080228010
32978,1080228011
32979,1080228012
32980,1080228013
32981,1080228014
32982,1080228015
32983,1080228016
32984,1080228017
32985,1080228018
32986,1080228019
32987,1080228020
32988,1080228021
32989,1080228022
32990,1080228023
32991,1080228024
32992,1080228025
32993,1080228026
32994,1080228027
32995,1080228028
32996,1080228029
32997,1080228030
32998,1080228031
32999,1080228032
33000,1080228033
33001,1080228034
33002,1080228035
33003,1080229001
33004,1080229002
33005,1080229003
33006,1080229004
33007,1080229005
33010,1080229008
33012,1080229010
33014,1080229012
33016,1080229014
33017,1080229015
33018,1080229016
33019,1080229017
33020,1080229018
33022,1080229020
33023,1080229021
33024,1080229022
33025,1080229023
33026,1080229024
33027,1080229025
33028,1080229026
33029,1080229027
33030,1080229028
33031,1080229029
33032,1080229030
33033,1080229031
33034,1080229032
33038,1080304001
33039,1080304002
33040,1080304003
33041,1080304004
33042,1080304005
33043,1080304006
33044,1080304007
33045,1080304008
33046,1080304009
33047,1080304010
33048,1080304011
33049,1080304012
33050,1080304013
33051,1080304014
33052,1080304015
33053,1080304016
33054,1080304017
33055,1080304018
33056,1080304019
33057,1080304020
33058,1080304021
33059,1080304022
33060,1080304023
33061,1080304024
33062,1080304025
33063,1080304026
33064,1080304027
33065,1080304028
33066,1080304029
33067,1080304030
33068,1080305001
33069,1080305002
33070,1080305003
33071,1080305004
33072,1080305005
33073,1080305006
33074,1080305007
33075,1080305008
33076,1080305009
33077,1080305010
33078,1080305011
33079,1080305012
33080,1080305013
33081,1080305014
33082,1080305015
33083,1080305016
33084,1080305017
33085,1080305018
33086,1080305019
33087,1080305020
33090,1080305023
33091,1080305024
33092,1080305025
33093,1080305026
33094,1080305027
33095,1080305028
33096,1080305029
33097,1080305030
33098,1080305031
33099,1080305032
33100,1080305033
33101,1080305034
33102,1080305035
33103,1080305036
33104,1080306001
33105,1080306002
33106,1080306003
33107,1080306004
33108,1080306005
33109,1080306006
33110,1080306007
33111,1080306008
33112,1080306009
33113,1080306010
33114,1080306011
33115,1080306012
33116,1080306013
33117,1080306014
33118,1080306015
33119,1080306016
33120,1080306017
33121,1080306018
33122,1080306019
33123,1080306020
33124,1080306021
33125,1080306022
33126,1080306023
33127,1080306024
33128,1080306025
33129,1080306026
33130,1080306027
33131,1080306028
33132,1080306029
33133,1080306030
33134,1080306031
33150,1080311001
33151,1080311002
33152,1080311003
33153,1080311004
33154,1080311005
33155,1080311006
33156,1080311007
33157,1080311008
33158,1080311009
33159,1080311010
33161,1080311012
33162,1080311013
33163,1080311014
33164,1080311015
33165,1080311016
33166,1080311017
33167,1080311018
33168,1080311019
33169,1080311020
33170,1080311021
33171,1080311022
33172,1080311023
33173,1080311024
33174,1080311025
33175,1080311026
33176,1080311027
33177,1080311028
33178,1080311029
33179,1080311030
33180,1080311031
33181,1080312001
33182,1080312002
33183,1080312003
33184,1080312004
33185,1080312005
33186,1080312006
33187,1080312007
33190,1080312010
33191,1080312011
33192,1080312012
33193,1080312013
33194,1080312014
33195,1080312015
33196,1080312016
33197,1080312017
33198,1080312018
33199,1080312019
33200,1080312020
33201,1080312021
33202,1080312022
33203,1080312023
33204,1080312024
33205,1080312025
33206,1080312026
33207,1080312027
33208,1080312028
33209,1080312029
33210,1080313001
33211,1080313002
33212,1080313003
33213,1080313004
33214,1080313005
33215,1080313006
33216,1080313007
33217,1080313008
33218,1080313009
33219,1080313010
33220,1080313011
33221,1080313012
33222,1080313013
33223,1080313014
33224,1080313015
33225,1080313016
33226,1080313017
33227,1080313018
33228,1080313019
33229,1080313020
33230,1080313021
33231,1080313022
33232,1080313023
33233,1080313024
33235,1080313026
33236,1080313027
33237,1080313028
33238,1080313029
33239,1080313030
33240,1080313031
33241,1080313032
33242,1080313033
33243,1080313034
33247,1080314004
33248,1080314005
33249,1080314006
33250,1080314007
33251,1080314008
33252,1080314009
33253,1080314010
33254,1080314011
33255,1080314012
33257,1080314014
33258,1080314015
33259,1080314016
33260,1080314017
33261,1080314018
33262,1080314019
33263,1080314020
33264,1080314021
33265,1080314022
33266,1080314023
33267,1080314024
33268,1080314025
33269,1080314026
33270,1080314027
33271,1080314028
33272,1080314029
33273,1080314030
33274,1080314031
33286,1080318012
33287,1080318013
33288,1080318014
33289,1080318015
33290,1080318016
33291,1080318017
33292,1080318018
33293,1080318019
33294,1080318020
33295,1080318021
33296,1080318022
33297,1080318023
33298,1080318024
33299,1080318025
33300,1080318026
33301,1080318027
33302,1080318028
33303,1080318029
33304,1080319001
33305,1080319002
33306,1080319003
33307,1080319004
33308,1080319005
33309,1080319006
33310,1080319007
33311,1080319008
33312,1080319009
33313,1080319010
33314,1080319011
33315,1080319012
33316,1080319013
33317,1080319014
33318,1080319015
33319,1080319016
33320,1080319017
33321,1080319018
33322,1080319019
33323,1080319020
33324,1080319021
33326,1080319023
33327,1080319024
33328,1080319025
33329,1080319026
33330,1080319027
33331,1080319028
33332,1080319029
33333,1080319030
33334,1080319031
33335,1080319032
33336,1080319033
33337,1080319034
33338,1080320001
33339,1080320002
33340,1080320003
33341,1080320004
33342,1080320005
33343,1080320006
33344,1080320007
33346,1080320009
33347,1080320010
33348,1080320011
33349,1080320012
33350,1080320013
33351,1080320014
33352,1080320015
33353,1080320016
33354,1080320017
33355,1080320018
33356,1080320019
33357,1080320020
33358,1080320021
33359,1080320022
33360,1080320023
33361,1080320024
33362,1080320025
33363,1080320026
33364,1080320027
33365,1080320028
33366,1080320029
33367,1080320030
33368,1080320031
33369,1080320032
33370,1080320033
33371,1080321001
33372,1080321002
33373,1080321003
33374,1080321004
33375,1080321005
33376,1080321006
33377,1080321007
33378,1080321008
33379,1080321009
33380,1080321010
33381,1080321011
33382,1080321012
33383,1080321013
33384,1080321014
33385,1080321015
33386,1080321016
33387,1080321017
33388,1080321018
33389,1080321019
33390,1080321020
33391,1080321021
33392,1080321022
33393,1080321023
33394,1080321024
33395,1080321025
33396,1080321026
33397,1080321027
33398,1080321028
33399,1080321029
33400,1080321030
33401,1080321031
33402,1080321032
33403,1080325001
33404,1080325002
33405,1080325003
33406,1080325004
33407,1080325005
33408,1080325006
33409,1080325007
33410,1080325008
33411,1080325009
33412,1080325010
33413,1080325011
33414,1080325012
33415,1080325013
33416,1080325014
33417,1080325015
33418,1080325016
33419,1080325017
33420,1080325018
33421,1080325019
33422,1080325020
33423,1080325021
33424,1080325022
33425,1080325023
33426,1080325024
33427,1080325025
33428,1080325026
33429,1080325027
33430,1080325028
33431,1080325029
33432,1080325030
33433,1080326001
33434,1080326002
33435,1080326003
33436,1080326004
33437,1080326005
33438,1080326006
33439,1080326007
33440,1080326008
33441,1080326009
33442,1080326010
33443,1080326011
33444,1080326012
33445,1080326013
33446,1080326014
33447,1080326015
33448,1080326016
33449,1080326017
33450,1080326018
33451,1080326019
33452,1080326020
33453,1080326021
33454,1080326022
33455,1080326023
33456,1080326024
33457,1080331001
33462,1080401001
33463,1080401002
33464,1080401003
33465,1080401004
33466,1080401005
33467,1080401006
33468,1080401007
33469,1080401008
33470,1080401009
33471,1080401010
33472,1080401011
33473,1080401012
33474,1080401013
33475,1080401014
33476,1080401015
33477,1080401016
33478,1080401017
33479,1080401018
33480,1080401019
33481,1080401020
33482,1080401021
33483,1080401022
33484,1080401023
33485,1080401024
33486,1080401025
33487,1080401026
33488,1080401027
33489,1080401028
33490,1080401029
33491,1080401030
33492,1080401031
33493,1080401032
33494,1080401033
33495,1080401034
33496,1080401035
33497,1080401036
33498,1080401037
33499,1080401038
33500,1080401039
33501,1080401040
33502,1080402001
33503,1080402002
33504,1080402003
33505,1080402004
33506,1080402005
33507,1080402006
33508,1080402007
33509,1080402008
33510,1080402009
33511,1080402010
33512,1080402011
33513,1080402012
33514,1080402013
33515,1080402014
33516,1080402015
33517,1080402016
33518,1080402017
33519,1080402018
33521,1080402020
33522,1080402021
33523,1080402022
33524,1080402023
33525,1080402024
33526,1080402025
33527,1080402026
33528,1080402027
33529,1080402028
33530,1080402029
33531,1080402030
33532,1080402031
33533,1080402032
33534,1080402033
33535,1080402034
33536,1080402035
33537,1080402036
33539,1080403002
33540,1080403003
33541,1080403004
33542,1080403005
33543,1080403006
33544,1080403007
33545,1080403008
33546,1080403009
33547,1080403010
33548,1080403011
33549,1080403012
33550,1080403013
33551,1080403014
33552,1080403015
33553,1080403016
33554,1080403017
33555,1080403018
33556,1080403019
33557,1080403020
33558,1080403021
33559,1080403022
33560,1080403023
33561,1080403024
33562,1080403025
33563,1080403026
33564,1080403027
33566,1080403029
33567,1080403030
33568,1080404001
33569,1080404002
33570,1080404003
33571,1080404004
33572,1080404005
33573,1080404006
33574,1080404007
33575,1080404008
33576,1080404009
33577,1080404010
33578,1080404011
33579,1080404012
33580,1080404013
33581,1080404014
33582,1080404015
33583,1080404016
33584,1080404017
33585,1080404018
33586,1080404019
33587,1080404020
33588,1080404021
33589,1080404022
33590,1080404023
33591,1080404024
33598,1080408001
33599,1080408002
33600,1080408003
33601,1080408004
33602,1080408005
33603,1080408006
33604,1080408007
33605,1080408008
33606,1080408009
33607,1080408010
33608,1080408011
33609,1080408012
33610,1080408013
33611,1080408014
33612,1080408015
33613,1080408016
33614,1080408017
33615,1080408018
33616,1080408019
33617,1080408020
33618,1080408021
33619,1080408022
33620,1080408023
33621,1080408024
33622,1080408025
33623,1080408026
33624,1080408027
33625,1080408028
33626,1080408029
