shot,injection_time,duration,thermal_quench_time,vetted,notes
1150928025,1.4733056297302247,0.0029024610519408,1.4762090253074514,1,Mo injection
1150928026,0.3246394863128662,0.0049541125297546,0.3302082113154773,0,
1160503009,0.8999610414505005,0.0049750337600708,0.9060042077669405,0,
1160503020,0.7002789845466614,0.0029971132278442,0.7089239577777233,0,
1160504006,1.4001547565460206,0.0029932985305785,1.4078863724987558,0,
1160504009,1.2004726400375367,0.0024154911041258,1.20297389214806,0,
1160504012,1.2004726400375367,0.0023794898986815,1.2028766378173124,0,
1160512032,1.5365711917877198,0.0020968446731566,1.5389685551695944,1,Mo injection
1160520006,0.5203674306869507,0.0069311389923095,0.5292286946087499,0,
1160608008,0.8505347838401794,0.0071373114585876,0.8582734673892559,0,
1160608015,0.8544888963699341,0.0049540529251098,0.8631776661740019,0,
1160615019,1.3527055253982545,0.0029770860671995,1.3560320380205462,0,
1160617015,0.4610559215545654,0.0029770860671997,0.4676559709585288,0,
1160617027,0.5816559662818909,0.0049541125297546,0.5867414509950807,0,
1160712006,1.3922465314865111,0.0031855831146239,1.395467820930981,0,
1160728023,1.2281513681411744,0.0085206756591795,1.2366784411393479,0,
1160803030,0.9256626834869384,0.0049694309234619,0.9326443799688463,0,
1160805001,0.830764280796051,0.0012797842025756,0.8346817350393334,1,Mo injection
1160805017,0.5460690727233887,0.0061910281181335,0.5524804028124258,0,
1160809014,1.4555120935440065,0.0089082250595091,1.4652081818166172,0,
1160811011,1.2617612352371217,0.0063588151931761,1.2681981175339712,0,
1160816019,0.8643741478919983,0.0049540529251098,0.8706710232329837,0,
1160817002,0.8604200353622437,0.0044080743789672,0.8666663648990534,0,
1160819006,0.3879050781726837,0.0012350211143493,0.389455132317897,0,
1160826007,1.41003994846344,0.007572127342224,1.4176358774922988,0,
1160826009,0.7734298577308655,0.0029982457160949,0.7768897364212038,1,Mo injection; early locked mode but plasma recovers before injection
1160831018,0.4590788950920105,0.0069311389923095,0.4669068050982785,0,
1160908021,0.8838320841789246,0.003289593219757,0.892199629976638,0,
1160916007,0.9632266631126404,0.0049540529251098,0.9701788868774036,0,
1160921016,1.3922465314865111,0.0049540529251097,1.3994786319502979,0,
1160929007,1.208380865097046,0.0029432306289671,1.2114486811330767,1,Mo injection
1160929008,1.2617612352371217,0.0048588047027586,1.2667016239325242,1,Mo injection
1160929009,0.8287872543334961,0.002568853855133,0.831428903604218,1,Mo injection
1160929030,0.490711676120758,0.0049541125297546,0.4972811359435042,0,
1160930025,1.28153173828125,0.0049763450622557,1.2901531344780073,0,
